Unnamed: 0,table_nm,sido,sigungu,adong,gender,age,cert,nat_nm,cnt,base_ym,gbn
2555137,3.행정동,경상북도,안동시,녹전면,여성,10~14세,,,0,202409,등록외국인
487669,1.국적,인천광역시,미추홀구,,남성,,,뉴질랜드,5,202303,거소신고자
2322141,3.행정동,충청남도,천안시 서북구,성환읍,여성,65~69세,,,8,202403,등록외국인
3482482,4.연령대,광주광역시,북구,,남성,17세,,,10,202412,등록외국인
2013220,3.행정동,경기도,화성시,동탄4동,여성,50~54세,,,7,202312,등록외국인
3487219,3.행정동,경상남도,함양군,병곡면,남성,60~64세,,,0,202406,등록외국인
510527,1.국적,경기도,파주시,,남성,,,온두라스,0,202312,거소신고자
840278,1.국적,경상남도,창원시 성산구,,남성,,,부탄,0,202309,등록외국인
2917545,3.행정동,경상남도,밀양시,교동,남성,55~59세,,,1,202412,등록외국인
2913028,4.연령대,부산광역시,동래구,,남성,12세,,,0,202412,거소신고자
4215917,4.연령대,부산광역시,서구,,여성,40세~44세,,,47,202209,등록외국인
391914,1.국적,서울특별시,노원구,,남성,,,튀니지,1,202503,등록외국인
3516399,3.행정동,충청남도,천안시 동남구,성남면,여성,35~39세,,,17,202312,등록외국인
1640001,3.행정동,대구광역시,동구,효목1동,여성,30~34세,,,5,202303,등록외국인
2588378,3.행정동,강원특별자치도,철원군,김화읍,여성,120세,,,0,202312,등록외국인
4271387,3.행정동,전라북도,김제시,교월동,남성,35~39세,,,7,202306,등록외국인
104953,1.국적,전라남도,함평군,,여성,,,룩셈부르크,0,202412,거소신고자
1926582,2.체류자격,전라남도,완도군,,여성,,E1(교수),,0,202209,등록외국인
4230051,4.연령대,부산광역시,금정구,,남성,75세~79세,,,4,202312,등록외국인
591025,1.국적,부산광역시,서구,,여성,,,볼리비아,0,202209,등록외국인
504231,1.국적,울산광역시,동구,,여성,,,스위스,0,202209,거소신고자
2614196,1.국적,경상남도,창원시 의창구,,남성,,,탄자니아,0,202406,등록외국인
4148823,3.행정동,대구광역시,북구,대현동,남성,40~44세,,,15,202303,등록외국인
2712307,1.국적,경기도,수원시 장안구,,여성,,,엘살바도르,0,202306,등록외국인
1850627,1.국적,경기도,여주시,,여성,,,오만,0,202403,등록외국인
742436,1.국적,충청남도,논산시,,남성,,,엘살바도르,0,202412,등록외국인
1326056,1.국적,충청북도,단양군,,남성,,,가봉,0,202403,등록외국인
2659413,3.행정동,경기도,용인시 기흥구,동백1동,남성,25~29세,,,1,202212,등록외국인
3770721,3.행정동,전라남도,나주시,다도면,여성,5~9세,,,0,202212,등록외국인
3503196,3.행정동,서울특별시,송파구,잠실4동,여성,55~59세,,,2,202209,등록외국인
2002490,2.체류자격,전라북도,익산시,,여성,,E4(기술지도),,0,202206,등록외국인
2566452,3.행정동,전라북도,전주시 덕진구,조촌동,남성,25~29세,,,9,202306,등록외국인
3352403,2.체류자격,전라남도,광양시,,여성,,E8(계절근로),,1,202209,등록외국인
2069297,3.행정동,인천광역시,옹진군,덕적면,남성,15~19세,,,0,202503,등록외국인
3535765,4.연령대,인천광역시,동구,,여성,18세,,,4,202503,등록외국인
1518370,3.행정동,충청남도,아산시,음봉면,여성,55~59세,,,18,202403,등록외국인
1776826,1.국적,경상북도,청도군,,남성,,,아제르바이잔,0,202209,등록외국인
2161857,3.행정동,전라북도,부안군,상서면,남성,65~69세,,,1,202212,등록외국인
1267685,2.체류자격,경기도,부천시 원미구,,남성,,D4(일반연수),,342,202412,등록외국인
950048,1.국적,대전광역시,중구,,여성,,,말레이시아,0,202406,등록외국인
2520123,3.행정동,인천광역시,부평구,산곡2동,남성,0~4세,,,3,202403,등록외국인
3172230,1.국적,광주광역시,북구,,남성,,,바레인,0,202206,거소신고자
3310086,1.국적,대구광역시,군위군,,여성,,,파라과이,0,202409,거소신고자
653340,1.국적,경기도,안산시 상록구,,여성,,,리투아니아,0,202306,거소신고자
1589624,2.체류자격,경상남도,사천시,,여성,,D1(문화예술),,0,202203,등록외국인
3452915,3.행정동,강원특별자치도,고성군,죽왕면,여성,30~34세,,,5,202412,등록외국인
1498899,1.국적,충청북도,괴산군,,여성,,,세인트루시아,0,202212,거소신고자
37727,1.국적,경상남도,산청군,,여성,,,크로아티아,0,202412,등록외국인
124931,1.국적,경상남도,하동군,,여성,,,벨리즈,0,202209,거소신고자
954801,2.체류자격,광주광역시,남구,,여성,,F1(방문동거),,92,202503,등록외국인
140369,1.국적,경기도,동두천시,,남성,,,티모르민주공화국,1,202403,등록외국인
2597551,1.국적,인천광역시,옹진군,,여성,,,파푸아뉴기니,0,202303,등록외국인
663164,1.국적,부산광역시,동구,,여성,,,한국계러시아인,33,202206,등록외국인
1170097,1.국적,경상남도,창원시 마산합포구,,여성,,,영국해외영토시민,0,202209,등록외국인
2652930,3.행정동,충청남도,서산시,부춘동,여성,45~49세,,,34,202306,등록외국인
4126275,3.행정동,경기도,의정부시,자금동,여성,35~39세,,,13,202406,등록외국인
3887915,4.연령대,경기도,수원시 영통구,,여성,10세~14세,,,84,202312,등록외국인
3165042,3.행정동,전라남도,완도군,노화읍,여성,0~4세,,,0,202203,등록외국인
1658601,3.행정동,전라남도,나주시,공산면,여성,30~34세,,,2,202303,등록외국인
3251781,4.연령대,경기도,용인시 수지구,,남성,73세,,,0,202409,등록외국인
1625218,1.국적,부산광역시,서구,,여성,,,덴마크,0,202206,거소신고자
2628210,3.행정동,경기도,파주시,교하동,남성,10~14세,,,1,202303,등록외국인
3325075,4.연령대,충청북도,청주시 흥덕구,,여성,20세~24세,,,362,202212,등록외국인
3487807,3.행정동,경기도,수원시 팔달구,지동,남성,55~59세,,,65,202409,등록외국인
2499557,1.국적,경상북도,청도군,,남성,,,파푸아뉴기니,0,202312,등록외국인
843816,1.국적,전북특별자치도,부안군,,남성,,,토고,0,202412,등록외국인
834561,1.국적,경상남도,진주시,,여성,,,에스와티니,0,202412,등록외국인
1646695,3.행정동,전라남도,고흥군,풍양면,남성,25~29세,,,29,202409,등록외국인
2084199,2.체류자격,경기도,부천시 소사구,,여성,,F-4(재외동포),,0,202503,거소신고자
2595434,3.행정동,부산광역시,중구,동광동,여성,10~14세,,,1,202409,등록외국인
3596706,3.행정동,충청북도,청주시 상당구,성안동,여성,35~39세,,,6,202412,등록외국인
1289849,3.행정동,충청북도,영동군,심천면,남성,35~39세,,,4,202303,등록외국인
3313895,4.연령대,경기도,하남시,,남성,53세,,,16,202412,등록외국인
2169140,3.행정동,전라북도,익산시,함열읍,남성,65~69세,,,2,202212,등록외국인
2101609,3.행정동,경기도,양주시,양주1동,남성,30~34세,,,14,202403,등록외국인
3324589,4.연령대,강원도,양구군,,여성,20세~24세,,,7,202212,등록외국인
3417172,2.체류자격,전라북도,김제시,,여성,,F6(결혼이민),,249,202309,등록외국인
4308275,3.행정동,경기도,파주시,탄현면,남성,35~39세,,,155,202303,등록외국인
238029,1.국적,서울특별시,강북구,,남성,,,이란,1,202303,거소신고자
2202039,3.행정동,인천광역시,강화군,하점면,남성,45~49세,,,2,202203,등록외국인
2276822,2.체류자격,부산광역시,수영구,,남성,,D4(일반연수),,11,202503,등록외국인
1519929,3.행정동,경기도,용인시 수지구,상현2동,여성,40~44세,,,6,202312,등록외국인
3291044,3.행정동,전라남도,장흥군,장평면,여성,45~49세,,,3,202309,등록외국인
2174585,3.행정동,전라북도,전주시 덕진구,인후3동,여성,111세,,,0,202209,등록외국인
1894086,2.체류자격,서울특별시,성북구,,남성,,F5(영주),,402,202406,등록외국인
414591,1.국적,충청남도,태안군,,여성,,,파라과이,0,202312,등록외국인
3275787,2.체류자격,대전광역시,동구,,여성,,D9(무역경영),,1,202406,등록외국인
4161867,3.행정동,경상북도,포항시 북구,중앙동,남성,55~59세,,,2,202209,등록외국인
376443,1.국적,서울특별시,성동구,,여성,,,우크라이나,0,202412,거소신고자
3842350,4.연령대,경기도,용인시 수지구,,남성,80세이상,,,15,202206,거소신고자
2335368,1.국적,전라북도,부안군,,남성,,,세인트루시아,0,202303,등록외국인
3927499,3.행정동,광주광역시,서구,상무1동,여성,75~79세,,,0,202409,등록외국인
90385,1.국적,서울특별시,용산구,,여성,,,요르단,2,202412,등록외국인
3772514,3.행정동,충청북도,청주시 상당구,남일면,여성,65~69세,,,1,202503,등록외국인
3517898,3.행정동,전라북도,고창군,해리면,여성,55~59세,,,2,202209,등록외국인
4283869,3.행정동,경기도,성남시 중원구,상대원2동,여성,111세,,,0,202212,등록외국인
609131,1.국적,부산광역시,북구,,남성,,,슬로바크,0,202406,등록외국인
556342,1.국적,서울특별시,종로구,,남성,,,온두라스,0,202309,거소신고자
1134121,1.국적,전북특별자치도,정읍시,,여성,,,파푸아뉴기니,0,202403,거소신고자
1706873,3.행정동,전라북도,김제시,백산면,남성,60~64세,,,0,202303,등록외국인
903238,1.국적,경상북도,영천시,,여성,,,벨라루스,0,202309,거소신고자
3343886,3.행정동,충청북도,청주시 상당구,용암1동,남성,55~59세,,,8,202406,등록외국인
2144506,1.국적,울산광역시,남구,,남성,,,세인트루시아,0,202312,거소신고자
1711976,1.국적,전라북도,남원시,,남성,,,미이크로네시아,0,202209,등록외국인
2494826,3.행정동,경상북도,봉화군,춘양면,여성,25~29세,,,4,202406,등록외국인
254205,1.국적,전북특별자치도,정읍시,,여성,,,이탈리아,0,202412,거소신고자
1276580,2.체류자격,전라남도,구례군,,남성,,E10(선원취업),,0,202312,등록외국인
65613,1.국적,경기도,고양시 덕양구,,여성,,,필리핀,0,202406,거소신고자
463495,1.국적,대구광역시,남구,,여성,,,아이티,0,202503,등록외국인
870328,1.국적,전북특별자치도,정읍시,,여성,,,알제리,0,202403,등록외국인
3164730,3.행정동,충청남도,천안시 서북구,불당1동,여성,0~4세,,,3,202206,등록외국인
833672,1.국적,충청남도,당진시,,남성,,,카자흐스탄,77,202209,등록외국인
3660493,4.연령대,인천광역시,옹진군,,여성,5세~9세,,,0,202303,거소신고자
993745,1.국적,경기도,하남시,,남성,,,앤티카바부다,0,202406,거소신고자
660697,1.국적,충청북도,충주시,,남성,,,이탈리아,0,202203,거소신고자
384651,1.국적,충청남도,청양군,,남성,,,케냐,0,202406,거소신고자
654692,1.국적,인천광역시,남동구,,여성,,,튀니지,0,202203,등록외국인
2861947,3.행정동,전라남도,구례군,마산면,남성,75~79세,,,0,202209,등록외국인
2409630,1.국적,서울특별시,용산구,,남성,,,홍콩거주난민,0,202309,등록외국인
1842997,1.국적,부산광역시,중구,,남성,,,루마니아,0,202403,등록외국인
1013656,1.국적,충청북도,음성군,,남성,,,영국해외영토시민,0,202403,등록외국인
3352459,2.체류자격,전라북도,임실군,,여성,,E8(계절근로),,0,202209,등록외국인
550462,1.국적,전라남도,장성군,,남성,,,파나마,0,202309,거소신고자
4240558,4.연령대,경기도,고양시 일산동구,,남성,0세~4세,,,40,202406,등록외국인
562769,1.국적,전라북도,전주시 덕진구,,남성,,,타지키스탄,0,202206,거소신고자
4183659,3.행정동,부산광역시,부산진구,양정제1동,여성,75~79세,,,0,202203,등록외국인
1552769,2.체류자격,경기도,양주시,,남성,,D1(문화예술),,0,202403,등록외국인
1492847,3.행정동,충청남도,부여군,남면,남성,40~44세,,,2,202403,등록외국인
420487,1.국적,대전광역시,대덕구,,여성,,,이란,0,202412,거소신고자
2321358,3.행정동,경기도,안산시 상록구,본오2동,여성,60~64세,,,23,202206,등록외국인
2980520,3.행정동,전북특별자치도,남원시,향교동,여성,20~24세,,,2,202409,등록외국인
1924913,1.국적,대전광역시,중구,,여성,,,루마니아,0,202309,등록외국인
3064687,3.행정동,충청남도,예산군,신암면,여성,70~74세,,,0,202306,등록외국인
3784267,3.행정동,충청남도,아산시,탕정면,남성,70~74세,,,2,202409,등록외국인
2029421,3.행정동,경상북도,고령군,운수면,남성,15~19세,,,0,202206,등록외국인
3611963,3.행정동,부산광역시,연제구,연산제6동,남성,55~59세,,,2,202206,등록외국인
2249702,3.행정동,경상남도,밀양시,삼랑진임천출장소,남성,0~4세,,,0,202409,등록외국인
1736736,1.국적,전라남도,보성군,,여성,,,말라위,0,202203,등록외국인
197571,1.국적,전라남도,여수시,,여성,,,국제연합,0,202412,등록외국인
447509,1.국적,경상남도,사천시,,여성,,,영국해외영토시민,0,202412,등록외국인
4111650,3.행정동,경상북도,영덕군,지품면,여성,55~59세,,,1,202212,등록외국인
2411454,3.행정동,경상북도,경산시,북부동,남성,111세,,,0,202306,등록외국인
3482521,4.연령대,부산광역시,남구,,여성,17세,,,13,202412,등록외국인
1185054,3.행정동,강원특별자치도,홍천군,서면,여성,65~69세,,,0,202409,등록외국인
563079,1.국적,대구광역시,중구,,남성,,,타지키스탄,0,202203,거소신고자
1616387,1.국적,경상남도,밀양시,,여성,,,덴마크,0,202209,거소신고자
466770,1.국적,경상남도,의령군,,남성,,,뉴질랜드,0,202412,등록외국인
412616,1.국적,충청남도,논산시,,남성,,,이탈리아,0,202306,거소신고자
1898833,1.국적,대구광역시,달서구,,여성,,,오만,0,202203,등록외국인
3005398,3.행정동,경상남도,의령군,정곡면,여성,80세이상,,,0,202406,등록외국인
1125443,1.국적,경기도,성남시 수정구,,남성,,,우크라이나,0,202406,등록외국인
249001,1.국적,경상남도,고성군,,여성,,,그리스,0,202209,등록외국인
2001360,3.행정동,광주광역시,동구,산수1동,남성,5~9세,,,0,202403,등록외국인
2067141,3.행정동,대전광역시,중구,문창동,남성,35~39세,,,2,202206,등록외국인
71497,1.국적,경기도,군포시,,여성,,,스위스,0,202412,거소신고자
1016035,1.국적,경상남도,거제시,,남성,,,볼리비아,0,202306,거소신고자
3716083,2.체류자격,부산광역시,해운대구,,남성,,E7(특정활동),,123,202303,등록외국인
3276264,4.연령대,전북특별자치도,익산시,,여성,74세,,,4,202409,등록외국인
848001,1.국적,세종특별자치시,(세종시),,남성,,,독일,5,202209,등록외국인
2340331,1.국적,인천광역시,강화군,,여성,,,스위스,0,202212,등록외국인
3330116,3.행정동,경기도,김포시,김포본동,여성,15~19세,,,4,202306,등록외국인
2053326,3.행정동,경상북도,울진군,울진읍,여성,60~64세,,,3,202409,등록외국인
2674565,3.행정동,강원특별자치도,삼척시,근덕면,여성,0~4세,,,0,202309,등록외국인
332847,1.국적,경상북도,청송군,,남성,,,포르투갈,0,202209,등록외국인
3208896,3.행정동,경상남도,거제시,옥포1동,여성,35~39세,,,49,202203,등록외국인
1432878,2.체류자격,서울특별시,송파구,,여성,,D10(구직),,41,202309,등록외국인
433650,1.국적,대전광역시,중구,,여성,,,브루나이,0,202406,등록외국인
1645645,1.국적,경기도,수원시 장안구,,남성,,,베트남,755,202306,등록외국인
3142966,3.행정동,부산광역시,금정구,구서제1동,여성,80세이상,,,0,202406,등록외국인
4349953,4.연령대,충청남도,논산시,,남성,0세~4세,,,1,202406,거소신고자
1084663,1.국적,경상북도,문경시,,남성,,,마다가스카르,0,202303,등록외국인
3868058,3.행정동,제주특별자치도,제주시,건입동,여성,65~69세,,,2,202303,등록외국인
2787060,3.행정동,서울특별시,관악구,대학동,남성,5~9세,,,18,202312,등록외국인
1260774,1.국적,전라남도,여수시,,여성,,,네덜란드,1,202209,등록외국인
4268429,3.행정동,강원도,동해시,삼화동,여성,120세,,,0,202209,등록외국인
716516,1.국적,경상남도,거제시,,남성,,,스웨덴,0,202309,거소신고자
1889336,3.행정동,전라남도,나주시,반남면,여성,15~19세,,,0,202209,등록외국인
3720094,3.행정동,충청남도,공주시,신관동,남성,120세,,,0,202206,등록외국인
683689,1.국적,경상남도,거창군,,남성,,,볼리비아,0,202206,등록외국인
3157987,4.연령대,경기도,고양시 일산동구,,남성,40세~44세,,,81,202306,거소신고자
2546348,3.행정동,경기도,오산시,신장동,여성,30~34세,,,78,202309,등록외국인
1626155,3.행정동,전라남도,여수시,광림동,남성,55~59세,,,4,202306,등록외국인
383690,1.국적,전북특별자치도,익산시,,남성,,,홍콩,0,202412,거소신고자
2975777,3.행정동,서울특별시,영등포구,대림제2동,남성,70~74세,,,52,202406,등록외국인
2723558,3.행정동,경기도,고양시 덕양구,행신4동,남성,60~64세,,,4,202306,등록외국인
4071141,4.연령대,강원특별자치도,태백시,,남성,33세,,,4,202503,등록외국인
2088105,3.행정동,경기도,군포시,군포1동,여성,50~54세,,,85,202203,등록외국인
2238257,3.행정동,인천광역시,옹진군,백령면,여성,70~74세,,,0,202412,등록외국인
357395,1.국적,울산광역시,중구,,여성,,,영국,4,202412,거소신고자
3565427,3.행정동,대전광역시,동구,신인동,남성,20~24세,,,1,202412,등록외국인
1068050,1.국적,서울특별시,중랑구,,여성,,,아이티,0,202406,등록외국인
1824545,3.행정동,경기도,성남시 분당구,금곡동,남성,35~39세,,,14,202403,등록외국인
4202990,4.연령대,전라북도,김제시,,남성,55세~59세,,,25,202203,등록외국인
1133151,1.국적,제주특별자치도,제주시,,남성,,,영국해외영토시민,0,202303,등록외국인
2564101,3.행정동,경기도,하남시,신장1동,여성,30~34세,,,4,202503,등록외국인
4247227,3.행정동,경기도,포천시,군내면,남성,40~44세,,,94,202403,등록외국인
1600534,3.행정동,인천광역시,서구,가좌1동,여성,70~74세,,,4,202312,등록외국인
3970575,3.행정동,경기도,구리시,인창동,남성,70~74세,,,2,202206,등록외국인
1854162,3.행정동,충청남도,아산시,온양4동,남성,60~64세,,,15,202212,등록외국인
4267187,3.행정동,광주광역시,서구,양동,남성,65~69세,,,0,202309,등록외국인
1851110,1.국적,부산광역시,사하구,,남성,,,투르크메니스탄,0,202309,거소신고자
2215044,3.행정동,충청남도,서산시,동문1동,남성,60~64세,,,9,202203,등록외국인
729887,1.국적,전라남도,고흥군,,여성,,,적도기니,0,202206,등록외국인
2532391,1.국적,강원특별자치도,횡성군,,여성,,,몽골,0,202309,거소신고자
1791945,3.행정동,강원특별자치도,영월군,영월읍,여성,55~59세,,,4,202409,등록외국인
2982755,3.행정동,전라남도,순천시,승주읍,여성,70~74세,,,0,202306,등록외국인
3191952,3.행정동,전라남도,무안군,현경면,남성,50~54세,,,2,202406,등록외국인
1409650,3.행정동,경상북도,영천시,서부동,여성,0~4세,,,1,202503,등록외국인
2084879,2.체류자격,대구광역시,서구,,여성,,F-4(재외동포),,0,202503,거소신고자
2752214,3.행정동,경상북도,상주시,은척면,남성,80세이상,,,0,202309,등록외국인
3623772,2.체류자격,부산광역시,북구,,여성,,D5(취재),,0,202409,등록외국인
1682773,1.국적,부산광역시,사상구,,남성,,,베트남,0,202403,거소신고자
1758115,3.행정동,경상남도,함양군,서하면,여성,70~74세,,,0,202309,등록외국인
829789,1.국적,경상북도,영천시,,여성,,,리투아니아,0,202203,거소신고자
3783352,3.행정동,충청남도,예산군,신암면,남성,5~9세,,,0,202212,등록외국인
918267,2.체류자격,전북특별자치도,장수군,,여성,,E9(비전문취업),,38,202503,등록외국인
428840,1.국적,대구광역시,북구,,여성,,,케냐,1,202503,등록외국인
1174960,1.국적,전라북도,전주시 덕진구,,여성,,,조지아,2,202309,등록외국인
1056379,2.체류자격,충청남도,계룡시,,여성,,F-4(재외동포),,49,202306,거소신고자
3707544,3.행정동,경기도,광명시,소하2동,여성,40~44세,,,9,202309,등록외국인
2457252,3.행정동,서울특별시,서대문구,남가좌제1동,여성,25~29세,,,13,202503,등록외국인
2295540,3.행정동,서울특별시,강북구,삼양동,남성,40~44세,,,7,202206,등록외국인
3652480,3.행정동,강원도,평창군,대화면,남성,30~34세,,,4,202206,등록외국인
3842829,4.연령대,경기도,안산시 단원구,,여성,80세이상,,,287,202203,거소신고자
1311136,1.국적,충청북도,충주시,,남성,,,세인트빈센트그레나딘,0,202206,등록외국인
3631013,3.행정동,대구광역시,중구,성내2동,여성,65~69세,,,2,202206,등록외국인
860404,1.국적,서울특별시,도봉구,,여성,,,에티오피아,0,202312,등록외국인
378681,1.국적,제주특별자치도,제주시,,남성,,,카메룬,0,202312,등록외국인
1289908,3.행정동,충청북도,제천시,남현동,여성,35~39세,,,5,202303,등록외국인
1554620,3.행정동,경상북도,상주시,북문동,여성,25~29세,,,11,202409,등록외국인
270018,1.국적,서울특별시,동대문구,,여성,,,아르메니아,2,202503,등록외국인
2102454,3.행정동,경상남도,창원시 마산합포구,동서동,여성,30~34세,,,1,202403,등록외국인
647941,1.국적,경상북도,울진군,,여성,,,리비아,0,202406,등록외국인
3904758,3.행정동,경기도,광명시,하안4동,남성,15~19세,,,0,202406,등록외국인
4209171,4.연령대,경기도,시흥시,,여성,27세,,,200,202412,등록외국인
1301501,1.국적,인천광역시,미추홀구,,남성,,,말라위,0,202312,등록외국인
843852,1.국적,경기도,군포시,,남성,,,쿠웨이트,0,202412,등록외국인
3576413,3.행정동,서울특별시,관악구,중앙동,여성,20~24세,,,77,202412,등록외국인
639504,1.국적,충청북도,괴산군,,남성,,,슬로바크,0,202312,등록외국인
2327778,1.국적,경상북도,청도군,,여성,,,토고,0,202312,등록외국인
567742,1.국적,충청남도,금산군,,남성,,,국제연합 전문기구,0,202412,등록외국인
1478092,1.국적,부산광역시,사하구,,남성,,,영국,5,202312,등록외국인
3670861,4.연령대,충청북도,옥천군,,여성,40세,,,0,202412,거소신고자
3779872,3.행정동,전북특별자치도,임실군,성수면,남성,5~9세,,,0,202503,등록외국인
1837394,3.행정동,전라남도,구례군,용방면,여성,20~24세,,,0,202303,등록외국인
1285762,2.체류자격,대구광역시,남구,,여성,,D4(일반연수),,157,202209,등록외국인
3503118,3.행정동,서울특별시,성북구,길음제2동,여성,55~59세,,,7,202209,등록외국인
3179569,3.행정동,인천광역시,중구,율목동,여성,75~79세,,,1,202206,등록외국인
537491,1.국적,경기도,수원시 권선구,,여성,,,터키,0,202306,등록외국인
2725054,3.행정동,경기도,용인시 처인구,역북동,남성,40~44세,,,22,202206,등록외국인
1095963,1.국적,경기도,안양시 동안구,,남성,,,캐나다,13,202403,등록외국인
2136887,3.행정동,강원특별자치도,인제군,서화면,여성,45~49세,,,1,202309,등록외국인
2442968,3.행정동,강원특별자치도,삼척시,신기면,남성,5~9세,,,0,202306,등록외국인
3270188,1.국적,경기도,안산시 단원구,,여성,,,콩고,0,202206,등록외국인
751462,1.국적,경상남도,진주시,,여성,,,방글라데시,9,202203,등록외국인
4153393,3.행정동,경기도,성남시 중원구,하대원동,여성,75~79세,,,0,202203,등록외국인
2265806,3.행정동,경기도,수원시 팔달구,고등동,남성,25~29세,,,50,202303,등록외국인
3667096,3.행정동,대구광역시,수성구,범어1동,남성,80세이상,,,0,202403,등록외국인
1266049,1.국적,서울특별시,구로구,,남성,,,헝가리,0,202409,거소신고자
2757430,3.행정동,전북특별자치도,전주시 완산구,풍남동,여성,25~29세,,,4,202406,등록외국인
2158159,3.행정동,서울특별시,금천구,독산제1동,남성,111세,,,0,202209,등록외국인
920523,1.국적,경상북도,울릉군,,남성,,,말레이시아,0,202306,거소신고자
2795839,3.행정동,전라남도,구례군,간전면,여성,50~54세,,,0,202312,등록외국인
2517303,3.행정동,강원특별자치도,원주시,태장1동,여성,25~29세,,,8,202306,등록외국인
1685315,1.국적,부산광역시,연제구,,남성,,,요르단,0,202409,등록외국인
3001884,1.국적,전라남도,여수시,,여성,,,콩고,0,202306,등록외국인
551577,1.국적,경상남도,사천시,,남성,,,통가,0,202406,등록외국인
312967,1.국적,전북특별자치도,남원시,,여성,,,부르키나파소,0,202406,등록외국인
2000346,3.행정동,부산광역시,연제구,연산제2동,남성,111세,,,0,202312,등록외국인
440636,1.국적,전북특별자치도,전주시 덕진구,,남성,,,투르크메니스탄,0,202412,거소신고자
890622,2.체류자격,충청남도,천안시 서북구,,남성,,F-4(재외동포),,0,202503,거소신고자
4274075,3.행정동,부산광역시,부산진구,초읍동,여성,0~4세,,,0,202406,등록외국인
3393841,3.행정동,강원특별자치도,철원군,서면,남성,55~59세,,,0,202406,등록외국인
1532441,1.국적,전라북도,익산시,,남성,,,영국외지민,0,202303,거소신고자
2262518,3.행정동,부산광역시,사하구,신평제1동,여성,40~44세,,,9,202206,등록외국인
3482207,3.행정동,광주광역시,서구,농성2동,남성,55~59세,,,2,202209,등록외국인
3950495,3.행정동,충청북도,청주시 흥덕구,봉명2.송정동,남성,70~74세,,,0,202209,등록외국인
2141151,3.행정동,전라북도,고창군,해리면,남성,10~14세,,,0,202312,등록외국인
1335729,3.행정동,서울특별시,영등포구,대림제3동,남성,35~39세,,,184,202212,등록외국인
104006,1.국적,충청북도,단양군,,여성,,,남아프리카공화국,1,202212,등록외국인
1195237,1.국적,제주특별자치도,제주시,,남성,,,벨로루시,1,202209,등록외국인
3444491,3.행정동,경상남도,거창군,주상면,남성,55~59세,,,0,202503,등록외국인
1307019,1.국적,강원도,홍천군,,남성,,,마샬군도,0,202303,등록외국인
2988207,3.행정동,전라남도,순천시,조곡동,여성,40~44세,,,2,202203,등록외국인
1756292,3.행정동,대구광역시,달서구,상인3동,여성,60~64세,,,2,202212,등록외국인
1853032,2.체류자격,경상북도,청도군,,남성,,E8(계절근로),,1,202406,등록외국인
2858572,1.국적,제주특별자치도,서귀포시,,여성,,,엘살바도르,0,202209,등록외국인
1986676,2.체류자격,충청남도,태안군,,여성,,E4(기술지도),,0,202209,등록외국인
3494868,3.행정동,전라남도,해남군,황산면,남성,55~59세,,,2,202203,등록외국인
4033392,3.행정동,경상남도,남해군,남면,여성,25~29세,,,3,202406,등록외국인
1032718,1.국적,충청남도,계룡시,,남성,,,조지아,0,202403,거소신고자
2961618,1.국적,경상남도,창원시 성산구,,여성,,,코소보,0,202312,등록외국인
3227599,3.행정동,광주광역시,서구,양3동,여성,15~19세,,,0,202303,등록외국인
2825023,3.행정동,경상북도,안동시,평화동,여성,55~59세,,,2,202403,등록외국인
3937573,3.행정동,경기도,화성시,매송면,여성,15~19세,,,0,202406,등록외국인
926244,1.국적,전라남도,무안군,,남성,,,리히텐슈타인,0,202406,등록외국인
1386760,2.체류자격,전라남도,신안군,,여성,,E2(회화강사),,0,202412,등록외국인
2292875,3.행정동,경상북도,청도군,풍각면,남성,75~79세,,,0,202209,등록외국인
1232021,3.행정동,충청남도,홍성군,구항면,남성,10~14세,,,0,202412,등록외국인
4194086,3.행정동,울산광역시,북구,농소1동,여성,75~79세,,,0,202203,등록외국인
447082,1.국적,경기도,부천시 소사구,,여성,,,르완다,0,202503,등록외국인
452162,1.국적,경상남도,양산시,,여성,,,카메룬,8,202303,등록외국인
3472795,3.행정동,경상북도,청도군,매전면,여성,80세이상,,,0,202312,등록외국인
761707,1.국적,충청북도,보은군,,여성,,,레소토,0,202412,등록외국인
51183,1.국적,강원도,인제군,,남성,,,칠레,0,202212,거소신고자
2969675,1.국적,전라남도,진도군,,여성,,,오만,0,202409,등록외국인
3833197,3.행정동,충청북도,충주시,수안보면,남성,111세,,,0,202206,등록외국인
2482363,3.행정동,제주특별자치도,서귀포시,동홍동,남성,25~29세,,,52,202503,등록외국인
1015401,1.국적,대구광역시,수성구,,남성,,,나미비아,0,202309,등록외국인
483118,1.국적,대구광역시,수성구,,여성,,,모로코,0,202203,등록외국인
2415578,3.행정동,경기도,성남시 분당구,야탑2동,여성,10~14세,,,0,202409,등록외국인
591330,1.국적,서울특별시,강북구,,여성,,,프랑스,28,202403,등록외국인
584069,1.국적,충청북도,청주시 청원구,,여성,,,네덜란드,0,202312,거소신고자
1246925,1.국적,충청북도,청주시 청원구,,여성,,,키르기즈,4,202309,거소신고자
830074,1.국적,서울특별시,광진구,,남성,,,가나,2,202206,등록외국인
3558312,3.행정동,경상남도,의령군,봉수면,여성,80세이상,,,0,202403,등록외국인
90977,1.국적,제주특별자치도,제주시,,여성,,,스웨덴,2,202412,등록외국인
4270175,3.행정동,강원도,원주시,태장2동,남성,111세,,,0,202212,등록외국인
2103754,3.행정동,광주광역시,북구,건국동,여성,5~9세,,,9,202409,등록외국인
